#mpa_vJan25_CHOCOPhlAnSGB_202503
#/opt/homebrew/Caskroom/miniconda/base/bin/metaphlan output/micro_fastq/micro_IG108_R1.fastq.gz,output/micro_fastq/micro_IG108_R2.fastq.gz --input_type fastq --mapout output/metaphlan_out/IG108_map.bowtie2.bz2 --nproc 8
#33166398 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	98.0467279	
k__Bacteria	2	1.9532721	
k__Bacteria|p__Pseudomonadota	2|1224	1.3188545	
k__Bacteria|p__Bacteria_unclassified	2|	0.4945194	
k__Bacteria|p__Actinomycetota	2|201174	0.097894	
k__Bacteria|p__Myxococcota	2|2818505	0.0417979	
k__Bacteria|p__Bacteroidota	2|976	0.0002063	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.1197154	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.4945194	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.1936402	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.0569114	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.0417979	
k__Bacteria|p__Actinomycetota|c__CFGB10042	2|201174|	0.0308562	
k__Bacteria|p__Actinomycetota|c__CFGB52786	2|201174|	0.0101264	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.005499	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.0002063	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.0752068	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.4945194	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.1936402	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	0.0567139	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.0441184	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales	2|2818505||3031712	0.0417979	
k__Bacteria|p__Actinomycetota|c__CFGB10042|o__OFGB10042	2|201174||	0.0308562	
k__Bacteria|p__Actinomycetota|c__CFGB52786|o__OFGB52786	2|201174||	0.0101264	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.005499	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	2|1224|28211|3120395	0.0003902	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.0002063	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.0001975	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	2|1224|28211|356|119045	1.0740138	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2||||	0.4945194	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0.1936402	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae	2|201174|1760|85010|2070	0.0567139	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.0441184	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales|f__Polyangiaceae	2|2818505||3031712|49	0.0417979	
k__Bacteria|p__Actinomycetota|c__CFGB10042|o__OFGB10042|f__FGB10042	2|201174|||	0.0308562	
