#mpa_vJan25_CHOCOPhlAnSGB_202503
#/global/home/users/ixchelgonzalezrmz/.conda/envs/metaphlan/bin/metaphlan output/micro_fastq/micro_IG029_R1.fastq.gz,output/micro_fastq/micro_IG029_R2.fastq.gz --input_type fastq --db_dir /global/scratch/users/ixchelgonzalezrmz/microbiome/database/mpa_vJan25_CHOCOPhlAnSGB_202503 -x mpa_vJan25_CHOCOPhlAnSGB_202503 --offline --verbose --mapout output/metaphlan_out/IG029_map.bowtie2.bz2 --nproc 20
#33076706 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	97.9373248	
k__Bacteria	2	2.0626752	
k__Bacteria|p__Pseudomonadota	2|1224	1.1727182	
k__Bacteria|p__Bacteria_unclassified	2|	0.4298243	
k__Bacteria|p__Actinomycetota	2|201174	0.3936012	
k__Bacteria|p__Bacteroidota	2|976	0.0570326	
k__Bacteria|p__Planctomycetota	2|203682	0.0094988	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.1629319	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.4298243	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.3910548	
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.0421693	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.0148633	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.0097863	
k__Bacteria|p__Planctomycetota|c__Planctomycetia	2|203682|203683	0.0094988	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0025464	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.1595838	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.4298243	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.2090203	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.0795635	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales	2|201174|1760|85011	0.0521899	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.0421693	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	0.0295257	
