#mpa_vJan25_CHOCOPhlAnSGB_202503
#/opt/homebrew/Caskroom/miniconda/base/bin/metaphlan output/micro_fastq/micro_IG023_R1.fastq.gz,output/micro_fastq/micro_IG023_R2.fastq.gz --input_type fastq --mapout output/metaphlan_out/IG023_map.bowtie2.bz2 --nproc 8
#47851351 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	95.8142498	
k__Bacteria	2	4.1857502	
k__Bacteria|p__Pseudomonadota	2|1224	2.3457536	
k__Bacteria|p__Actinomycetota	2|201174	1.5835371	
k__Bacteria|p__Bacteroidota	2|976	0.1073697	
k__Bacteria|p__Bacteria_unclassified	2|	0.1017977	
k__Bacteria|p__Myxococcota	2|2818505	0.0441133	
k__Bacteria|p__Planctomycetota	2|203682	0.0021996	
k__Bacteria|p__Acidobacteriota	2|57723	0.0009794	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	1.449923	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	1.2478837	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.9714422	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.1264277	
k__Bacteria|p__Actinomycetota|c__CFGB10042	2|201174|	0.1102795	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.1017977	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.0951785	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.0441133	
k__Bacteria|p__Actinomycetota|c__CFGB52786	2|201174|	0.0148979	
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.0116645	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0084366	
k__Bacteria|p__Planctomycetota|c__Planctomycetia	2|203682|203683	0.0016642	
k__Bacteria|p__Acidobacteriota|c__Terriglobia	2|57723|204432	0.0009794	
k__Bacteria|p__Planctomycetota|c__CFGB80449	2|203682|	0.0005354	
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.0005267	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	1.2382643	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	0.9701307	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.9093621	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.2477363	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales	2|201174|1760|85011	0.14278	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.1233877	
k__Bacteria|p__Actinomycetota|c__CFGB10042|o__OFGB10042	2|201174||	0.1102795	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.1017977	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.0951785	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.050324	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales	2|2818505||3031712	0.0441133	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.0437085	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.0337975	
k__Bacteria|p__Actinomycetota|c__CFGB52786|o__OFGB52786	2|201174||	0.0148979	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.0116645	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	2|1224|28211|3120395	0.011596	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.0096193	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales	2|201174|1497346|588673	0.0056695	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales	2|201174|1760|1643682	0.0040117	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales	2|1224|28211|1921567	0.0039288	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	0.00304	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0.0028469	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales	2|201174|1497346|1154584	0.0027671	
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	2|203682|203683|2691356	0.0016642	
k__Bacteria|p__Acidobacteriota|c__Terriglobia|o__Terriglobales	2|57723|204432|204433	0.0009794	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Nakamurellales	2|201174|1760|1643684	0.0006404	
k__Bacteria|p__Planctomycetota|c__CFGB80449|o__OFGB80449	2|203682||	0.0005354	
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.0005267	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales	2|201174|1760|85008	0.0005025	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	1.2382643	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae	2|201174|1760|85010|2070	0.9701307	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	2|1224|28211|356|119045	0.5270252	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	2|1224|28211|356|82115	0.2673998	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.2477363	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae	2|201174|1760|85011|2062	0.14278	
k__Bacteria|p__Actinomycetota|c__CFGB10042|o__OFGB10042|f__FGB10042	2|201174|||	0.1102795	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae	2|1224|28211|356|41294	0.1076441	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2||||	0.1017977	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	2|976|117747|200666|84566	0.0951785	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae	2|1224|28216|80840|2975441	0.064355	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0.0461421	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales|f__Polyangiaceae	2|2818505||3031712|49	0.0441133	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.0437085	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	2|1224|28216|80840|119060	0.0388852	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Kribbellaceae	2|201174|1760|85009|2726069	0.0302803	
k__Bacteria|p__Actinomycetota|c__CFGB52786|o__OFGB52786|f__FGB52786	2|201174|||	0.0148979	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2|1224|28216|80840|75682	0.0121053	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	2|976|768503|768507|89373	0.0116645	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Roseomonadaceae	2|1224|28211|3120395|3385906	0.011596	
