#mpa_vJan25_CHOCOPhlAnSGB_202503
#/global/home/users/ixchelgonzalezrmz/.conda/envs/metaphlan/bin/metaphlan output/micro_fastq/micro_IG030_R1.fastq.gz,output/micro_fastq/micro_IG030_R2.fastq.gz --input_type fastq --db_dir /global/scratch/users/ixchelgonzalezrmz/microbiome/database/mpa_vJan25_CHOCOPhlAnSGB_202503 -x mpa_vJan25_CHOCOPhlAnSGB_202503 --offline --verbose --mapout output/metaphlan_out/IG030_map.bowtie2.bz2 --nproc 20
#43768846 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	95.3698825	
k__Bacteria	2	4.6301175	
k__Bacteria|p__Pseudomonadota	2|1224	2.6270107	
k__Bacteria|p__Actinomycetota	2|201174	1.4137237	
k__Bacteria|p__Bacteroidota	2|976	0.2940761	
k__Bacteria|p__Bacteria_unclassified	2|	0.2796835	
k__Bacteria|p__Myxococcota	2|2818505	0.0104379	
k__Bacteria|p__Cyanobacteriota	2|1117	0.0033687	
k__Bacteria|p__Planctomycetota	2|203682	0.0018169	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.4203604	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	1.3551887	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	1.1855736	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.2796835	
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.2094654	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.0706459	
k__Bacteria|p__Actinomycetota|c__CFGB5329	2|201174|	0.0542015	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.0210767	
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.0139648	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.0104379	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0043335	
k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae	2|1117|3028117	0.0033687	
k__Bacteria|p__Planctomycetota|c__Planctomycetia	2|203682|203683	0.0018169	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.3028273	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.8558982	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.6852845	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales	2|1224|1236|135614	0.3296754	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.2796835	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	0.2171583	
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.2094654	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales	2|201174|1760|1643682	0.1464973	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.1314864	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.1079258	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.1045031	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.0706459	
k__Bacteria|p__Actinomycetota|c__CFGB5329|o__OFGB5329	2|201174||	0.0542015	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales	2|201174|1760|85011	0.0336054	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales	2|201174|1760|85008	0.0265361	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.0210767	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.0139648	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales	2|2818505||3031712	0.0104379	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	2|1224|28211|3120395	0.0097575	
