#mpa_vJan25_CHOCOPhlAnSGB_202503
#/opt/homebrew/Caskroom/miniconda/base/bin/metaphlan output/micro_fastq/micro_IG057_R1.fastq.gz,output/micro_fastq/micro_IG057_R2.fastq.gz --input_type fastq --mapout output/metaphlan_out/IG057_map.bowtie2.bz2 --nproc 8
#39122756 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	93.7713539	
k__Bacteria	2	6.2286461	
k__Bacteria|p__Pseudomonadota	2|1224	3.3030826	
k__Bacteria|p__Actinomycetota	2|201174	2.4073312	
k__Bacteria|p__Bacteroidota	2|976	0.3619222	
k__Bacteria|p__Planctomycetota	2|203682	0.1126407	
k__Bacteria|p__Myxococcota	2|2818505	0.0274661	
k__Bacteria|p__Bacteria_unclassified	2|	0.0146683	
k__Bacteria|p__Verrucomicrobiota	2|74201	0.001535	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	2.4021108	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.7264056	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	1.2522151	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.3244619	
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.2866613	
k__Bacteria|p__Planctomycetota|c__Planctomycetia	2|203682|203683	0.1126407	
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.040077	
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.0346187	
k__Bacteria|p__Myxococcota|c__Myxococcia	2|2818505|32015	0.0263167	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.0146683	
k__Bacteria|p__Actinomycetota|c__CFGB5329	2|201174|	0.0052204	
k__Bacteria|p__Verrucomicrobiota|c__Opitutia	2|74201|414999	0.001535	
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.0011494	
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.0005651	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.5588183	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	1.2739934	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	1.2325003	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales	2|201174|1760|85008	0.6793943	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.3207512	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.2866613	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.1870312	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.1706447	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.145442	
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	2|203682|203683|2691355	0.1126407	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.0520133	
