#mpa_vJan25_CHOCOPhlAnSGB_202503
#/global/home/users/ixchelgonzalezrmz/.conda/envs/metaphlan/bin/metaphlan output/micro_fastq/micro_IG077_R1.fastq.gz,output/micro_fastq/micro_IG077_R2.fastq.gz --input_type fastq --db_dir /global/scratch/users/ixchelgonzalezrmz/microbiome/database/mpa_vJan25_CHOCOPhlAnSGB_202503 -x mpa_vJan25_CHOCOPhlAnSGB_202503 --offline --verbose --mapout output/metaphlan_out/IG077_map.bowtie2.bz2 --nproc 20
#47513716 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	98.5189161	
k__Bacteria	2	1.4810839	
k__Bacteria|p__Pseudomonadota	2|1224	1.1638993	
k__Bacteria|p__Actinomycetota	2|201174	0.2794981	
k__Bacteria|p__Bacteria_unclassified	2|	0.0244288	
k__Bacteria|p__Bacteroidota	2|976	0.0071929	
k__Bacteria|p__Planctomycetota	2|203682	0.0060649	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.0146963	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.2738526	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.087532	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.061671	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.0244288	
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.0071929	
k__Bacteria|p__Planctomycetota|c__Planctomycetia	2|203682|203683	0.0060649	
k__Bacteria|p__Actinomycetota|c__CFGB5329	2|201174|	0.0050738	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0005717	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.9916156	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales	2|201174|1760|1643682	0.0941236	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.087532	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales	2|201174|1760|85010	0.0673015	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.061671	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.0420998	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.0407961	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.0244288	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	2|1224|28211|3120395	0.0131251	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales	2|201174|1760|622452	0.0125039	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales	2|201174|1760|85011	0.0114926	
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.0071929	
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	2|203682|203683|2691356	0.0060649	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0.0058405	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.0055351	
k__Bacteria|p__Actinomycetota|c__CFGB5329|o__OFGB5329	2|201174||	0.0050738	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.0041151	
k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales	2|201174|1497346|588673	0.0005717	
