ID	IG011	IG047	IG070	IG078	IG085	IG063	IG083	IG052	IG103	IG017	IG040	IG030	IG042	IG057	IG082	IG096	IG069	IG114	IG107	IG101	IG081	IG077	IG075	IG074	IG059	IG058	IG056	IG054	IG049	IG046	IG038	IG020	IG014
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_arthrosphaerae	0	0	0	0	8.89047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|s__Caballeronia_grimmiae	0	0	0	0	1.71993	0	0	0	0	0.76167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_IB41	0	0	0	0	1.28662	0	0	1.74742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Skermanella|s__Skermanella_aerolata	0	0	0	0	1.02526	0	0.17223	0	0	0	0	0	0.13969	0.10197	1.02836	0	0	0	0	0	0	0	0	0.12471	0	0	0.11128	0.20038	0	0	0	0.36277	0.15552
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_winnipegensis	0	0	0	0	0.60635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Root60	0	0	0	0	0.58164	0	0	0	0	0	0	0.36195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_pankratovii	0	0	0	0	0.39184	0.1227	0	0	0	0	0	0	0.01545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01262	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquincola|s__Aquincola_tertiaricarbonis	0	0	0	0	0.36625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Spirosomaceae|g__Larkinella|s__Larkinella_knui	0	0	0	0	0.34318	0	0	0	0	0	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	3.05186	0	0	0.00387	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_beijerinckii	0	0	0	0	0.28103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ov118	0	0	0	0	0.16957	0	0.06227	0	0	0.03235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_aerophila	0	0	0	0	0.15048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20952	0	0	0	0	0
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatirosa|s__Gemmatirosa_kalamazoonesis	0	0	0	0	0.13755	0	0.2152	0	0	0	0	0.0196	0	0	0	0	0.06321	0	0	0	0	0	0	0	0.02505	0	0.00886	0	0.17161	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_URHD0036	0	0	0	0	0.07251	0	0.07658	0.03249	0	0	0	0	0	0	0.30373	0	0.0743	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0.01022	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|s__Noviherbaspirillum_sp_Root189	0	0	0	0	0.05076	0	0	0	0	0	0	0	0	0	0.16163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Root1257	0	0	0	0	0.02977	0	0	0.01802	0	0	0	0.01166	0	0	0	0	0	0	0	0	0	0	0	0.06682	0	0	0.01541	0	0.19834	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_dura	0	0	0	0	0.01651	0	0.22604	0	0	0	0	0	0	0	0.08819	0	0	0	0	0	0	0	0	0.02765	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii|t__SGB10372	0	0	0	0	22.90092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_pusense|t__SGB11087	0	0	0	0	16.60615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12578	8.03006	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_arthrosphaerae|t__SGB2574	0	0	0	0	8.89047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|s__Caballeronia_grimmiae|t__SGB12961	0	0	0	0	1.71993	0	0	0	0	0.76167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_IB41|t__SGB93702	0	0	0	0	1.28662	0	0	1.74742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Skermanella|s__Skermanella_aerolata|t__SGB11248	0	0	0	0	1.02526	0	0.17223	0	0	0	0	0	0.13969	0.10197	1.02836	0	0	0	0	0	0	0	0	0.12471	0	0	0.11128	0.20038	0	0	0	0.36277	0.15552
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_winnipegensis|t__SGB12440	0	0	0	0	0.60635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Root60|t__SGB16847	0	0	0	0	0.58164	0	0	0	0	0	0	0.36195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_pankratovii|t__SGB78701	0	0	0	0	0.39184	0.1227	0	0	0	0	0	0	0.01545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01262	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquincola|s__Aquincola_tertiaricarbonis|t__SGB32557	0	0	0	0	0.36625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Spirosomaceae|g__Larkinella|s__Larkinella_knui|t__SGB28335	0	0	0	0	0.34318	0	0	0	0	0	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	3.05186	0	0	0.00387	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_beijerinckii|t__SGB10371	0	0	0	0	0.28103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ov118|t__SGB16716	0	0	0	0	0.16957	0	0.06227	0	0	0.03235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_aerophila|t__SGB89920	0	0	0	0	0.15048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20952	0	0	0	0	0
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatirosa|s__Gemmatirosa_kalamazoonesis|t__SGB13238	0	0	0	0	0.13755	0	0.2152	0	0	0	0	0.0196	0	0	0	0	0.06321	0	0	0	0	0	0	0	0.02505	0	0.00886	0	0.17161	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_URHD0036|t__SGB34191	0	0	0	0	0.07251	0	0.07658	0.03249	0	0	0	0	0	0	0.30373	0	0.0743	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0.01022	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|s__Noviherbaspirillum_sp_Root189|t__SGB9399	0	0	0	0	0.05076	0	0	0	0	0	0	0	0	0	0.16163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Root1257|t__SGB15969	0	0	0	0	0.02977	0	0	0.01802	0	0	0	0.01166	0	0	0	0	0	0	0	0	0	0	0	0.06682	0	0	0.01541	0	0.19834	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_dura|t__SGB88604	0	0	0	0	0.01651	0	0.22604	0	0	0	0	0	0	0	0.08819	0	0	0	0	0	0	0	0	0.02765	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0	0	0	0	0	15.43002	0	0.21529	0	0	0	0	0	0	0	0	0	0	0	0	0.27379	0	0	0	0	3.83236	45.40427	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	0	0	0	0	0	0.05937	0	0	0	0	0	0	0	0.10331	0	0	0	0	0	0	0	0	0	0	0	0.4059	0.00092	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	0	0	0	0	0	15.43002	0	0.21529	0	0	0	0	0	0	0	0	0	0	0	0	0.27379	0	0	0	0	0	0.01641	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	0	0	0	0	0	4.18436	0.01266	0.0025	0	0.28003	0	0	0	0	0.06573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	0	0	0	0	0	0.05937	0	0	0	0	0	0	0	0.10331	0	0	0	0	0	0	0	0	0	0	0	0.4059	0.00092	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea	0	0	0	0	0	14.75413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01641	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter	0	0	0	0	0	4.18436	0.01266	0.0025	0	0.28003	0	0	0	0	0.06573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia	0	0	0	0	0	0.6759	0	0.21529	0	0	0	0	0	0	0	0	0	0	0	0	0.27379	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans	0	0	0	0	0	0.18721	0	0.11969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58314	0	0	0	0	0	4.06122	0.10973	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium	0	0	0	0	0	0.05937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_agglomerans	0	0	0	0	0	14.75413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_negativus	0	0	0	0	0	4.18436	0.01266	0.0025	0	0.28003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_BT552	0	0	0	0	0	1.34638	2.62068	4.30617	0.6523	0	0	4.28228	0.08227	0	0	0	0.09246	0	19.50023	0.61818	0.03224	0.4003	0	0.22618	0	0	0.07621	0	0.12254	5.94831	0	0.01024	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava	0	0	0	0	0	1.16739	0.10718	0	0	0	1.48606	14.37561	0	5.1469	0	0	0	0	0	0	3.32786	0	0.73447	3.4023	0	0.08995	4.1158	0.19307	0.89457	0	0	33.3727	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_roseus	0	0	0	0	0	1.04524	0	0.8882	0	0	1.18986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lutea	0	0	0	0	0	0.74313	0	0	0	0	0	0.263	0	2.09497	0	1.76873	0	0	0	0	0	0	0	0	0	0	0.0273	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Erwinia_billingiae	0	0	0	0	0	0.6759	0	0.21529	0	0	0	0	0	0	0	0	0	0	0	0	0.27379	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans|s__Frondihabitans_sp_PhB188	0	0	0	0	0	0.18721	0	0.11969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58314	0	0	0	0	0	4.06122	0.10973	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_AP4_R1	0	0	0	0	0	0.1321	0	0	0	0	0	0	0	0	0	0	0.02624	0	0	0	0	0	0.00322	0	0	0	0	0	0.10573	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_canariense	0	0	0	0	0	0.10168	0	0	5.61253	2.29921	0	1.11469	0	0	0	1.27874	2.17027	0	0	0	0	2.08697	0	0	0	0	0.00698	0	2.99029	0	4.38431	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium|s__Kibdelosporangium_sp_MJ126_NF4	0	0	0	0	0	0.05937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_aggregans	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_agglomerans|t__SGB10187	0	0	0	0	0	14.75413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_negativus|t__SGB95286	0	0	0	0	0	4.18436	0.01266	0.0025	0	0.28003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_BT552|t__SGB94171	0	0	0	0	0	1.34638	2.62068	4.30617	0.6523	0	0	4.28228	0.08227	0	0	0	0.09246	0	19.50023	0.61818	0.03224	0.4003	0	0.22618	0	0	0.07621	0	0.12254	5.94831	0	0.01024	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB33044	0	0	0	0	0	1.16739	0.10718	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10866	0	0.73447	3.4023	0	0	0	0	0.89457	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_roseus|t__SGB78626	0	0	0	0	0	1.04524	0	0.8882	0	0	1.18986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB56384	0	0	0	0	0	0.95007	0	1.37157	2.62288	1.14534	0.17349	2.26517	0.35555	3.06881	0	0	0	0	0	0	0.05108	0.48191	0	2.77107	0	0	0.71604	0	2.89888	0	0	2.36958	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lutea|t__SGB12070	0	0	0	0	0	0.74313	0	0	0	0	0	0.263	0	2.09497	0	1.76873	0	0	0	0	0	0	0	0	0	0	0.0273	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Erwinia_billingiae|t__SGB10198	0	0	0	0	0	0.6759	0	0.21529	0	0	0	0	0	0	0	0	0	0	0	0	0.27379	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans|s__Frondihabitans_sp_PhB188|t__SGB34977	0	0	0	0	0	0.18721	0	0.11969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58314	0	0	0	0	0	4.06122	0.10973	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_AP4_R1|t__SGB90152	0	0	0	0	0	0.1321	0	0	0	0	0	0	0	0	0	0	0.02624	0	0	0	0	0	0.00322	0	0	0	0	0	0.10573	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_canariense|t__SGB11313	0	0	0	0	0	0.10168	0	0	5.61253	2.29921	0	1.11469	0	0	0	1.27874	2.17027	0	0	0	0	2.08697	0	0	0	0	0.00698	0	2.99029	0	4.38431	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium|s__Kibdelosporangium_sp_MJ126_NF4|t__SGB34752	0	0	0	0	0	0.05937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_aggregans|t__SGB85705	0	0	0	0	0	0.02549	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0	0	0	0	0	0	0.37867	0.29507	0	2.75465	0	0.04403	0	0.67149	0	0	11.29133	4.05907	0	0	0.41766	0	0	0	0	0	0.10187	0.05037	0	0	0.28746	0.71783	0.09759
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	0	0	0	0	0	0	0.23216	0.00123	0	0	0	0.06706	0.05456	0.06841	0.05853	0	0.12099	0	0	0	0	0	0	0.06157	0	0	0	0.04347	0.22122	0	0	0.00627	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae	0	0	0	0	0	0	0.03027	0.00891	0	0	0	0	0	0	0	0	0.0812	0	0	0	0.15261	0	0	0	0	0	0	0	0	0.41994	0	0.0404	0.6652
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Herbiconiux	0	0	0	0	0	0	0.93124	0.11901	0	0	0	0.74582	0	1.07174	0	0	0	0	0	0	0	0	0	3.92859	0	7.43735	0	0.38072	0	0	0	0.20488	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	0	0	0	0	0	0	0.37867	0.29507	0	2.75465	0	0.04403	0	0.67149	0	0	11.29133	4.05907	0	0	0.41766	0	0	0	0	0	0.10187	0.05037	0	0	0.28746	0.71783	0.09759
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB71872	0	0	0	0	0	0	0.36561	0	0	0	0	0	0.39972	0	1.45751	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08675	0	0	0.18574	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter	0	0	0	0	0	0	0.23216	0.00123	0	0	0	0.06706	0.05456	0.06841	0.05853	0	0.12099	0	0	0	0	0	0	0.06157	0	0	0	0.04347	0.22122	0	0	0.00627	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Naasia	0	0	0	0	0	0	0.11474	0.02459	0	0.97618	0	0	0	0	0	0	0	0	0	1.04195	0	0	0	2.23492	0	0	0	0	0	0	0	0.10608	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium	0	0	0	0	0	0	0.0938	0.01409	7.93398	0	0	1.16887	0	0	0	0.74566	0	0.34606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus	0	0	0	0	0	0	0.06844	0	0	0	0	0.24227	0	1.2031	0	0	0	0	0	0	0	0.30501	0	0	0.54098	0.4375	0.38989	4.24094	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas	0	0	0	0	0	0	0.03027	0.00891	0	0	0	0	0	0	0	0	0.0812	0	0	0	0.15261	0	0	0	0	0	0	0	0	0.41994	0	0.0404	0.6652
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB35955	0	0	0	0	0	0	0.00766	0	0	0	0	0.00797	0	0	0	0	0	0	0	0	0	0	0	0.03469	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_Leaf371	0	0	0	0	0	0	6.57156	21.59361	0	0	0	0	0	0	3.22312	0	0	0	0	0	25.93905	0	0	0	0	0	0	0	0	0	0	1.28136	0
